question_id,character_id,profession,difficulty,field_key,question_text,correct_answer,options_json
journalist_dislikes_easy,journalist,survivor,easy,dislikes,該角色討厭？,黑暗的環境、鳥類的叫聲,"[""黑暗的環境、鳥類的叫聲"",""嘈雜的環境"",""欺騙、教條主義""]"
journalist_representative_s_tier_costume_easy,journalist,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,"""華生小姐""","[""拉塔托斯克"",""星空之翼"",""\""華生小姐\""""]"
journalist_representative_a_tier_costume_easy,journalist,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,永恆、赤松楓,"[""\""稻草人\""、鬥牛士之吻、領頭羊"",""永恆、赤松楓"",""寒香舞、天河""]"
journalist_abyss_s_or_a_costume_easy,journalist,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,夢境中的愛麗絲、恐懼的舊影、伊布,"[""木蘭、填海平、黑鴉"",""夢境中的愛麗絲、恐懼的舊影、伊布"",""白金阿拉丁、\""假面紳士\""、動力芯""]"
journalist_cn_release_date_hard,journalist,survivor,hard,cn_release_date,該角色的上線日期為？,2023-04-20,"[""2019-12-08"",""2018-04-02"",""2023-04-20""]"
journalist_cn_voice_actor_hard,journalist,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,杜晴晴,"[""薛諒"",""金娜"",""杜晴晴""]"
aviator_manor_name_easy,aviator,survivor,easy,manor_name,該角色在莊園的名字是？,查理斯·霍爾特,"[""弗雷德里克·克雷伯格"",""查理斯·霍爾特"",""傑弗里·博納維塔""]"
aviator_real_name_easy,aviator,survivor,easy,real_name,該角色的本名是？,查理斯·霍爾特,"[""梅莉·恩德洛武"",""查理斯·霍爾特"",""赫南多·羅梅羅""]"
aviator_alias_easy,aviator,survivor,easy,alias,玩家可能怎麼稱呼該角色？,牢飛,"[""牢飛"",""鉤爪小貓"",""伊塔""]"
aviator_camp_easy,aviator,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
aviator_birthday_or_anniversary_easy,aviator,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,6月5日,"[""6月5日"",""12月21日"",""2月13日""]"
aviator_age_easy,aviator,survivor,easy,age,該角色的年齡是？,38,"[""38"",""35"",""21""]"
aviator_gender_easy,aviator,survivor,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
aviator_likes_easy,aviator,survivor,easy,likes,該角色喜歡？,結構精密的機械、啤酒、工程學書籍,"[""機械、機關、建築、伏特加"",""結構精密的機械、啤酒、工程學書籍"",""夏季""]"
aviator_dislikes_easy,aviator,survivor,easy,dislikes,該角色討厭？,淺薄無知的人、不受控制的事,"[""淺薄無知的人、不受控制的事"",""暴力和粗魯的傢伙"",""耶誕節""]"
aviator_representative_s_tier_costume_easy,aviator,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,星空之翼,"[""不屈的信仰"",""倒逆之汞"",""星空之翼""]"
aviator_representative_a_tier_costume_easy,aviator,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,異相睡眠、螺旋翼、王胖子,"[""異相睡眠、螺旋翼、王胖子"",""逃罪之人、星辰"",""豐悅、\""非賣品\""、\""阿拉丁\""""]"
aviator_cn_release_date_hard,aviator,survivor,hard,cn_release_date,該角色的上線日期為？,2023-07-27,"[""2019-01-24"",""2018-04-05"",""2023-07-27""]"
aviator_cn_voice_actor_hard,aviator,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,徐翔,"[""張文鈺"",""徐翔"",""薛諒""]"
aviator_experiment_code_hard,aviator,survivor,hard,experiment_code,該角色的實驗代號為？,10-1-3,"[""10-1-3"",""5-0-2"",""8-0-3""]"
cheerleader_manor_name_easy,cheerleader,survivor,easy,manor_name,該角色在莊園的名字是？,莉莉·巴利爾,"[""傑弗里·博納維塔"",""莉莉·巴利爾"",""凱文·阿尤索""]"
cheerleader_real_name_easy,cheerleader,survivor,easy,real_name,該角色的本名是？,莉莉·巴利爾,"[""柯根·尼古拉斯·基奧"",""羅比·懷特"",""莉莉·巴利爾""]"
cheerleader_alias_easy,cheerleader,survivor,easy,alias,玩家可能怎麼稱呼該角色？,員神,"[""員神"",""火火"",""軍火商""]"
cheerleader_camp_easy,cheerleader,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
cheerleader_birthday_or_anniversary_easy,cheerleader,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,11月13日,"[""11月13日"",""2月11日"",""8月25日""]"
cheerleader_age_easy,cheerleader,survivor,easy,age,該角色的年齡是？,18,"[""30"",""18"",""25""]"
cheerleader_gender_easy,cheerleader,survivor,easy,gender,該角色的性別是？,女,"[""男"",""女""]"
cheerleader_likes_easy,cheerleader,survivor,easy,likes,該角色喜歡？,運動會,"[""玩偶、帳篷"",""珍珠"",""運動會""]"
cheerleader_dislikes_easy,cheerleader,survivor,easy,dislikes,該角色討厭？,耶誕節,"[""密碼機"",""音樂"",""耶誕節""]"
cheerleader_representative_s_tier_costume_easy,cheerleader,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,筠心,"[""珍奇櫃"",""筠心"",""驅魔人""]"
cheerleader_representative_a_tier_costume_easy,cheerleader,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,熒,"[""海神之冕"",""熒"",""斐樂蒙的聖壇、行於界限間""]"
cheerleader_abyss_s_or_a_costume_easy,cheerleader,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,小明星、BISHOP-f1、OPH. LILY,"[""胡桃夾子、破陣子、球球"",""小明星、BISHOP-f1、OPH. LILY"",""時之獵手、聚光燈下、窺伺之心""]"
cheerleader_cn_release_date_hard,cheerleader,survivor,hard,cn_release_date,該角色的上線日期為？,2023-08-31,"[""2020-11-26"",""2020-03-19"",""2023-08-31""]"
cheerleader_cn_voice_actor_hard,cheerleader,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,秦文靜,"[""秦文靜"",""賀若帆"",""周帥""]"
puppeteer_manor_name_easy,puppeteer,survivor,easy,manor_name,該角色在莊園的名字是？,馬蒂亞斯·切爾寧,"[""馬蒂亞斯·切爾寧"",""凱文·阿尤索"",""溫迪·福特""]"
puppeteer_real_name_easy,puppeteer,survivor,easy,real_name,該角色的本名是？,馬蒂亞斯·切爾寧,"[""梅莉·恩德洛武"",""馬蒂亞斯·切爾寧"",""約瑟夫·德拉索恩斯""]"
puppeteer_alias_easy,puppeteer,survivor,easy,alias,玩家可能怎麼稱呼該角色？,四刀哥,"[""四刀哥"",""安東鳥"",""牢飛""]"
puppeteer_camp_easy,puppeteer,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
puppeteer_birthday_or_anniversary_easy,puppeteer,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,5月25日,"[""5月25日"",""5月21日"",""2月13日""]"
puppeteer_age_easy,puppeteer,survivor,easy,age,該角色的年齡是？,24,"[""21"",""24"",""38""]"
puppeteer_gender_easy,puppeteer,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
puppeteer_likes_easy,puppeteer,survivor,easy,likes,該角色喜歡？,黑暗的環境、優酪乳牛肉、雨天,"[""娜塔莉"",""黑暗的環境、優酪乳牛肉、雨天"",""森林、有活力的生命""]"
puppeteer_dislikes_easy,puppeteer,survivor,easy,dislikes,該角色討厭？,線,"[""睡眠、縫紉、狂信徒"",""線"",""無用的、聒噪的人或物""]"
puppeteer_representative_s_tier_costume_easy,puppeteer,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,KING-h1,"[""KING-h1"",""死生之諭"",""路克""]"
puppeteer_representative_a_tier_costume_easy,puppeteer,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,斐樂蒙的聖壇、行於界限間,"[""此地禁行"",""珊瑚夫人、花序"",""斐樂蒙的聖壇、行於界限間""]"
puppeteer_cn_release_date_hard,puppeteer,survivor,hard,cn_release_date,該角色的上線日期為？,2024-02-01,"[""2018-09-13"",""2024-02-01"",""2025-08-28""]"
puppeteer_cn_voice_actor_hard,puppeteer,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,黃驥,"[""黃驥"",""孫曄"",""劉雨軒""]"
fire_investigator_manor_name_easy,fire_investigator,survivor,easy,manor_name,該角色在莊園的名字是？,弗洛裡安·布蘭德,"[""艾達·梅斯默"",""弗洛裡安·布蘭德"",""菲利普""]"
fire_investigator_real_name_easy,fire_investigator,survivor,easy,real_name,該角色的本名是？,弗洛裡安·布蘭德,"[""芬森·亨特"",""弗洛裡安·布蘭德"",""娜塔莎""]"
fire_investigator_alias_easy,fire_investigator,survivor,easy,alias,玩家可能怎麼稱呼該角色？,火火,"[""火火"",""香妃"",""牛爺爺""]"
fire_investigator_camp_easy,fire_investigator,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
fire_investigator_birthday_or_anniversary_easy,fire_investigator,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,5月2日,"[""8月4日"",""4月2日"",""5月2日""]"
fire_investigator_age_easy,fire_investigator,survivor,easy,age,該角色的年齡是？,25,"[""25"",""30"",""20""]"
fire_investigator_gender_easy,fire_investigator,survivor,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
fire_investigator_likes_easy,fire_investigator,survivor,easy,likes,該角色喜歡？,家人、堅定的情感、火焰、曬太陽,"[""溫柔的人"",""家人、堅定的情感、火焰、曬太陽"",""遊記、小說""]"
fire_investigator_dislikes_easy,fire_investigator,survivor,easy,dislikes,該角色討厭？,無用社交、虛偽的謊言,"[""不公正的法律裁決、不平等的對待"",""無用社交、虛偽的謊言"",""水""]"
fire_investigator_representative_s_tier_costume_easy,fire_investigator,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,靈狐,"[""蜉蝣一晌"",""半精靈騎士"",""靈狐""]"
fire_investigator_representative_a_tier_costume_easy,fire_investigator,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,"""膨化""、LEONARD","[""\""膨化\""、LEONARD"",""異相睡眠、螺旋翼、王胖子"",""此地禁行""]"
fire_investigator_cn_release_date_hard,fire_investigator,survivor,hard,cn_release_date,該角色的上線日期為？,2024-04-30,"[""2018-04-05"",""2019-02-28"",""2024-04-30""]"
fire_investigator_cn_voice_actor_hard,fire_investigator,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,徐翔,"[""秦文靜"",""翟巍"",""徐翔""]"
pharoh_lady_manor_name_easy,pharoh_lady,survivor,easy,manor_name,該角色在莊園的名字是？,伊芙琳·莫雷,"[""克利切·皮爾森"",""伊芙琳·莫雷"",""查理斯·霍爾特""]"
pharoh_lady_real_name_easy,pharoh_lady,survivor,easy,real_name,該角色的本名是？,伊芙琳·莫雷,"[""伊芙琳·莫雷"",""麥克·莫頓"",""伽拉泰亞·克勞德""]"
pharoh_lady_alias_easy,pharoh_lady,survivor,easy,alias,玩家可能怎麼稱呼該角色？,法法,"[""法法"",""牙牙"",""盲仔""]"
pharoh_lady_camp_easy,pharoh_lady,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
pharoh_lady_birthday_or_anniversary_easy,pharoh_lady,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,7月12日,"[""4月2日"",""9月8日"",""7月12日""]"
pharoh_lady_age_easy,pharoh_lady,survivor,easy,age,該角色的年齡是？,32,"[""32"",""35"",""28""]"
pharoh_lady_gender_easy,pharoh_lady,survivor,easy,gender,該角色的性別是？,女,"[""男"",""女""]"
pharoh_lady_likes_easy,pharoh_lady,survivor,easy,likes,該角色喜歡？,珍珠,"[""珍珠"",""能面、頭紗、和服"",""杜松、斧頭""]"
pharoh_lady_dislikes_easy,pharoh_lady,survivor,easy,dislikes,該角色討厭？,一切香氛氣息,"[""一切香氛氣息"",""潮濕、陰暗"",""狩獵者、看書""]"
pharoh_lady_representative_s_tier_costume_easy,pharoh_lady,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,獵物的印記,"[""孤月騎士"",""獵物的印記"",""典獄長""]"
pharoh_lady_representative_a_tier_costume_easy,pharoh_lady,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,與風共舞、向深處求告、芳澤霞,"[""寒香舞、天河"",""日落黃沙"",""與風共舞、向深處求告、芳澤霞""]"
pharoh_lady_cn_release_date_hard,pharoh_lady,survivor,hard,cn_release_date,該角色的上線日期為？,2024-06-13,"[""2024-06-13"",""2019-02-28"",""2022-12-01""]"
pharoh_lady_cn_voice_actor_hard,pharoh_lady,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,張琦,"[""翟巍"",""孫曄"",""張琦""]"
knight_manor_name_easy,knight,survivor,easy,manor_name,該角色在莊園的名字是？,理查德·斯特林,"[""瑪格麗莎·澤萊"",""盧卡·巴爾薩"",""理查德·斯特林""]"
knight_real_name_easy,knight,survivor,easy,real_name,該角色的本名是？,米哈伊爾·托夫洛維奇·瓦西里耶夫,"[""琼·安"",""麗莎·貝克"",""米哈伊爾·托夫洛維奇·瓦西里耶夫""]"
knight_former_name_easy,knight,survivor,easy,former_name,該角色的曾用名是？,米哈伊爾·托夫洛維奇·瓦西里耶夫,"[""格蕾絲·伍德"",""里奧·貝克"",""米哈伊爾·托夫洛維奇·瓦西里耶夫""]"
knight_nickname_easy,knight,survivor,easy,nickname,該角色的小名是？,米沙,"[""奧菲"",""米沙"",""小幸""]"
knight_alias_easy,knight,survivor,easy,alias,玩家可能怎麼稱呼該角色？,77,"[""皮皮善"",""黑心鹿"",""77""]"
knight_camp_easy,knight,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
knight_birthday_or_anniversary_easy,knight,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,9月8日,"[""9月8日"",""5月25日"",""5月18日""]"
knight_gender_easy,knight,survivor,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
knight_likes_easy,knight,survivor,easy,likes,該角色喜歡？,古典音樂、史詩傳說,"[""小孩和圓滿的家庭，寶石、金幣之類亮閃閃的玩意"",""貴重金屬、天然寶石"",""古典音樂、史詩傳說""]"
knight_dislikes_easy,knight,survivor,easy,dislikes,該角色討厭？,所有人、酒,"[""無用的、聒噪的人或物"",""所有人、酒"",""疼痛、醫院""]"
knight_representative_s_tier_costume_easy,knight,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,紅騎士,"[""報社主編"",""為智者加冕"",""紅騎士""]"
knight_representative_a_tier_costume_easy,knight,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,欣梅爾,"[""欣梅爾"",""海鹽特調、裁決之酒"",""童話國""]"
knight_cn_release_date_hard,knight,survivor,hard,cn_release_date,該角色的上線日期為？,2024-10-17,"[""2018-08-09"",""2024-10-17"",""2019-10-17""]"
knight_cn_voice_actor_hard,knight,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,張琪,"[""張琪"",""張安琪"",""董勝章""]"
meteorologist_manor_name_easy,meteorologist,survivor,easy,manor_name,該角色在莊園的名字是？,溫迪·福特,"[""阿爾瓦·洛倫茲"",""查理斯·霍爾特"",""溫迪·福特""]"
meteorologist_real_name_easy,meteorologist,survivor,easy,real_name,該角色的本名是？,溫迪·福特,"[""溫迪·福特"",""黛米·波本"",""弗洛裡安·布蘭德""]"
meteorologist_alias_easy,meteorologist,survivor,easy,alias,玩家可能怎麼稱呼該角色？,冷臉萌氣氣,"[""皮皮善"",""冷臉萌氣氣"",""大米""]"
meteorologist_camp_easy,meteorologist,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
meteorologist_birthday_or_anniversary_easy,meteorologist,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,2月11日,"[""9月28日"",""5月11日"",""2月11日""]"
meteorologist_gender_easy,meteorologist,survivor,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
meteorologist_likes_easy,meteorologist,survivor,easy,likes,該角色喜歡？,創新的事物、氣象研究、甜食,"[""飛禽"",""機械、機關、建築、伏特加"",""創新的事物、氣象研究、甜食""]"
meteorologist_dislikes_easy,meteorologist,survivor,easy,dislikes,該角色討厭？,颶風、洪水、抄襲者,"[""暴力的人"",""虐待動物的人、獵奇表演"",""颶風、洪水、抄襲者""]"
meteorologist_representative_s_tier_costume_easy,meteorologist,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,采風的仙靈,"[""不會枯萎的花"",""采風的仙靈"",""夢旅人""]"
meteorologist_representative_a_tier_costume_easy,meteorologist,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,芙莉蓮,"[""芙莉蓮"",""與風共舞、向深處求告、芳澤霞"",""蘭斯洛特、維特、正義的砝碼""]"
meteorologist_cn_release_date_hard,meteorologist,survivor,hard,cn_release_date,該角色的上線日期為？,2025-01-23,"[""2025-04-24"",""2025-01-23"",""2024-11-14""]"
meteorologist_cn_voice_actor_hard,meteorologist,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,蘇婉,"[""穆雪婷"",""蘇婉"",""王宇航""]"
archer_manor_name_easy,archer,survivor,easy,manor_name,該角色在莊園的名字是？,伯倫希爾·維魯弗,"[""克利切·皮爾森"",""麥克·莫頓"",""伯倫希爾·維魯弗""]"
archer_real_name_easy,archer,survivor,easy,real_name,該角色的本名是？,伯倫希爾·維魯弗,"[""伯倫希爾·維魯弗"",""艾格·瓦爾登"",""愛麗絲·德羅斯""]"
archer_alias_easy,archer,survivor,easy,alias,玩家可能怎麼稱呼該角色？,菠蘿餡,"[""菠蘿餡"",""蝶后"",""默默""]"
archer_camp_easy,archer,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
archer_birthday_or_anniversary_easy,archer,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,7月30日,"[""7月30日"",""4月30日"",""5月21日""]"
archer_gender_easy,archer,survivor,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
archer_likes_easy,archer,survivor,easy,likes,該角色喜歡？,一切美食、一切美酒、舉辦宴會、睡覺,"[""娜塔莉"",""一切美食、一切美酒、舉辦宴會、睡覺"",""駝鹿、獵犬""]"
archer_dislikes_easy,archer,survivor,easy,dislikes,該角色討厭？,叛徒、無腦蠻鬥者、海軍、繁雜不實的事物,"[""與人交往"",""叛徒、無腦蠻鬥者、海軍、繁雜不實的事物"",""密碼機""]"
archer_representative_s_tier_costume_easy,archer,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,不合時宜的維魯弗,"[""靈狐"",""司藥"",""不合時宜的維魯弗""]"
archer_representative_a_tier_costume_easy,archer,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,"Pinky、""發散譜""R","[""茶話會、祈雨珠"",""Pinky、\""發散譜\""R"",""暹羅厘普、知更鳥""]"
archer_cn_release_date_hard,archer,survivor,hard,cn_release_date,該角色的上線日期為？,2025-03-13,"[""2026-04-23"",""2022-12-01"",""2025-03-13""]"
escape_master_manor_name_easy,escape_master,survivor,easy,manor_name,該角色在莊園的名字是？,埃弗隆·懷茲,"[""艾達·梅斯默"",""埃弗隆·懷茲"",""約瑟夫""]"
escape_master_real_name_easy,escape_master,survivor,easy,real_name,該角色的本名是？,埃弗隆·懷茲,"[""愛麗絲·德羅斯"",""馬蒂亞斯·切爾寧"",""埃弗隆·懷茲""]"
escape_master_alias_easy,escape_master,survivor,easy,alias,玩家可能怎麼稱呼該角色？,光頭哥,"[""憨蛋"",""光頭哥"",""冷臉萌氣氣""]"
escape_master_camp_easy,escape_master,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
escape_master_gender_easy,escape_master,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
escape_master_representative_s_tier_costume_easy,escape_master,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,死生之諭,"[""KING-h1"",""死生之諭"",""岩鴿""]"
escape_master_representative_a_tier_costume_easy,escape_master,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,囚星,"[""囚星"",""聽海閑情、瑪利亞公理"",""豐悅、\""非賣品\""、\""阿拉丁\""""]"
escape_master_cn_release_date_hard,escape_master,survivor,hard,cn_release_date,該角色的上線日期為？,2025-05-22,"[""2025-05-22"",""2018-09-13"",""2024-08-22""]"
escape_master_cn_voice_actor_hard,escape_master,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,王柏超,"[""武向彤"",""王柏超"",""劉北辰""]"
magic_lantern_operator_manor_name_easy,magic_lantern_operator,survivor,easy,manor_name,該角色在莊園的名字是？,阿曼達·加蒂斯,"[""伊德海拉"",""阿曼達·加蒂斯"",""美智子""]"
magic_lantern_operator_real_name_easy,magic_lantern_operator,survivor,easy,real_name,該角色的本名是？,阿曼達·加蒂斯,"[""柯根·尼古拉斯·基奧"",""阿曼達·加蒂斯"",""裘克""]"
magic_lantern_operator_alias_easy,magic_lantern_operator,survivor,easy,alias,玩家可能怎麼稱呼該角色？,幻幻,"[""芙蓉"",""蜂蜂"",""幻幻""]"
magic_lantern_operator_camp_easy,magic_lantern_operator,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
magic_lantern_operator_birthday_or_anniversary_easy,magic_lantern_operator,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,10月19日,"[""10月19日"",""9月13日"",""1月13日""]"
magic_lantern_operator_gender_easy,magic_lantern_operator,survivor,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
magic_lantern_operator_likes_easy,magic_lantern_operator,survivor,easy,likes,該角色喜歡？,犯罪小說、寓言故事、萬壽菊,"[""犯罪小說、寓言故事、萬壽菊"",""能面、頭紗、和服"",""鳥類""]"
magic_lantern_operator_dislikes_easy,magic_lantern_operator,survivor,easy,dislikes,該角色討厭？,睡眠、縫紉、狂信徒,"[""睡眠、縫紉、狂信徒"",""陽光、火把"",""耶誕節""]"
magic_lantern_operator_representative_s_tier_costume_easy,magic_lantern_operator,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,於此岸赴宴,"[""於此岸赴宴"",""今夜不再"",""典獄長""]"
magic_lantern_operator_representative_a_tier_costume_easy,magic_lantern_operator,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,暹羅厘普、知更鳥,"[""暹羅厘普、知更鳥"",""\""夜魔\""、籠中偶"",""囚星""]"
magic_lantern_operator_cn_release_date_hard,magic_lantern_operator,survivor,hard,cn_release_date,該角色的上線日期為？,2025-10-11,"[""2025-10-11"",""2018-08-09"",""2021-08-05""]"
magic_lantern_operator_experiment_code_hard,magic_lantern_operator,survivor,hard,experiment_code,該角色的實驗代號為？,12-1-1,"[""5-?-1"",""12-1-1"",""4-0-4""]"
matador_manor_name_easy,matador,survivor,easy,manor_name,該角色在莊園的名字是？,赫南多·羅梅羅,"[""赫南多·羅梅羅"",""弗雷迪·萊利"",""馬庫斯·索恩""]"
matador_real_name_easy,matador,survivor,easy,real_name,該角色的本名是？,赫南多·羅梅羅,"[""赫南多·羅梅羅"",""甘吉·古普塔"",""瓦爾萊塔""]"
matador_alias_easy,matador,survivor,easy,alias,玩家可能怎麼稱呼該角色？,赫南多,"[""赫南多"",""軍火商"",""蜂蜂""]"
matador_camp_easy,matador,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
matador_gender_easy,matador,survivor,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
matador_representative_s_tier_costume_easy,matador,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,此在無棲,"[""招風旗"",""此在無棲"",""當鋪老闆""]"
matador_cn_release_date_hard,matador,survivor,hard,cn_release_date,該角色的上線日期為？,2026-02-05,"[""2020-11-26"",""2024-04-30"",""2026-02-05""]"
matador_cn_voice_actor_hard,matador,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,樊浩宇,"[""蘇鑫"",""樊浩宇"",""張文鈺""]"
mime_manor_name_easy,mime,survivor,easy,manor_name,該角色在莊園的名字是？,克萊奧·德克魯,"[""黛米·波本"",""克萊奧·德克魯"",""瓦倫蒂娜·雅加·瓦西裡耶娃""]"
mime_real_name_easy,mime,survivor,easy,real_name,該角色的本名是？,克萊奧·德克魯,"[""庫特·弗蘭克"",""克萊奧·德克魯"",""菲歐娜·吉爾曼""]"
mime_alias_easy,mime,survivor,easy,alias,玩家可能怎麼稱呼該角色？,默默,"[""潘麗娟"",""小孩"",""默默""]"
mime_camp_easy,mime,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
mime_gender_easy,mime,survivor,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
mime_representative_s_tier_costume_easy,mime,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,夢旅人,"[""雨燕先生"",""福爾摩斯"",""夢旅人""]"
mime_cn_release_date_hard,mime,survivor,hard,cn_release_date,該角色的上線日期為？,2026-06-03,"[""2023-08-31"",""2021-08-05"",""2026-06-03""]"
mime_cn_voice_actor_hard,mime,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,苗子,"[""苗子"",""張琦"",""許棕哲""]"
factory_manager_manor_name_easy,factory_manager,hunter,easy,manor_name,該角色在莊園的名字是？,里奧,"[""傑克"",""威爾三兄弟"",""里奧""]"
factory_manager_real_name_easy,factory_manager,hunter,easy,real_name,該角色的本名是？,里奧·貝克,"[""伯倫希爾·維魯弗"",""穆羅"",""里奧·貝克""]"
factory_manager_former_name_easy,factory_manager,hunter,easy,former_name,該角色的曾用名是？,里奧·貝克,"[""蕭遙"",""里奧·貝克"",""威爾·羅比/威爾·馬克/威爾·史帝夫""]"
factory_manager_alias_easy,factory_manager,hunter,easy,alias,玩家可能怎麼稱呼該角色？,老父親,"[""老父親"",""法法"",""老奶""]"
factory_manager_camp_easy,factory_manager,hunter,easy,camp,該角色的陣營是？,監管者,"[""求生者"",""監管者""]"
factory_manager_birthday_or_anniversary_easy,factory_manager,hunter,easy,birthday_or_anniversary,該角色的生日／紀念日是？,12月21日,"[""10月27日"",""3月17日"",""12月21日""]"
factory_manager_gender_easy,factory_manager,hunter,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
factory_manager_likes_easy,factory_manager,hunter,easy,likes,該角色喜歡？,家人,"[""小孩和圓滿的家庭，寶石、金幣之類亮閃閃的玩意"",""圖書館、家人、深秋"",""家人""]"
factory_manager_dislikes_easy,factory_manager,hunter,easy,dislikes,該角色討厭？,老鼠、狐狸,"[""黑暗的環境、鳥類的叫聲"",""火光"",""老鼠、狐狸""]"
factory_manager_representative_s_tier_costume_easy,factory_manager,hunter,easy,representative_s_tier_costume,該角色擁有哪些時裝？,闔家宴,"[""闔家宴"",""此在無棲"",""紅騎士""]"
factory_manager_representative_a_tier_costume_easy,factory_manager,hunter,easy,representative_a_tier_costume,該角色擁有哪些時裝？,"豐悅、""非賣品""、""阿拉丁""","[""欣梅爾"",""此地禁行"",""豐悅、\""非賣品\""、\""阿拉丁\""""]"
factory_manager_abyss_s_or_a_costume_easy,factory_manager,hunter,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,嗜金海怪、海怪船長,"[""紅菱豔、猩紅新娘、致命溫柔"",""嗜金海怪、海怪船長"",""暮影、澄明的理性、被遺忘的喬治""]"
factory_manager_cn_release_date_hard,factory_manager,hunter,hard,cn_release_date,該角色的上線日期為？,2018-04-02,"[""2018-04-02"",""2023-06-21"",""2020-06-24""]"
factory_manager_cn_voice_actor_hard,factory_manager,hunter,hard,cn_voice_actor,該角色的中文配音演員為？,蘇鑫,"[""賀若帆"",""蘇鑫"",""黃驥""]"
factory_manager_experiment_code_hard,factory_manager,hunter,hard,experiment_code,該角色的實驗代號為？,1-12-22-13,"[""1-12-22-13"",""13-1-2"",""3-1-4""]"
